pruid	prname	prnameFR	date	numconf	numprob	numdeaths	numtotal	numtested	numrecover	percentrecover	ratetested	numtoday	percentoday	ratetotal	ratedeaths	deathstoday	percentdeath	testedtoday	recoveredtoday	percentactive
48	Alberta	Alberta	2/4/2020	968	0	13	968	57096	174	17.98	13062	214	28.38	22.14	0.297	4	1.34	3955	32	80.68
47	Saskatchewan	Saskatchewan	2/4/2020	206	0	3	206	11034	36	17.48	9395	13	6.74	17.54	0.255	0	1.46	832	6	81.07
46	Manitoba	Manitoba	2/4/2020	152	15	1	167	11098	11	6.59	8104	40	31.5	12.19	0.073	0	0.6	1287	7	92.81
35	Ontario	Ontario	2/4/2020	2793	0	53	2793	64785	831	29.75	4448	401	16.76	19.17	0.364	16	1.9	3776	142	68.35
24	Quebec	Qu??bec	2/4/2020	5518	0	36	5518	74542	224	4.06	8785	907	19.67	65.03	0.424	3	0.65	4831	195	95.29
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	2/4/2020	183	0	1	183	2904	10	5.46	5568	8	4.57	35.09	0.192	0	0.55	142	0	93.99
13	New Brunswick	Nouveau-Brunswick	2/4/2020	91	0	0	91	4625	22	24.18	5954	10	12.35	11.71	0	0	0	504	8	75.82
12	Nova Scotia	Nouvelle-??cosse	2/4/2020	193	0	0	193	8059	16	8.29	8296	20	11.56	19.87	0	0	0	654	5	91.71
11	Prince Edward Island	??le-du-Prince-??douard	2/4/2020	22	0	0	22	653	3	13.64	4161	1	4.76	14.02	0	0	0	102	0	86.36
60	Yukon	Yukon	2/4/2020	6	0	0	6	742	3	50	18162	1	20	14.69	0	0	0	20	0	50
61	Northwest Territories	Territoires du Nord-Ouest	2/4/2020	2	0	0	2	969			21617	0	0	4.46	0	0	0	18		100
62	Nunavut	Nunavut	2/4/2020	0	0	0	0	193			4977	0	0	0	0	0		10		
99	Repatriated travellers	Voyageurs rapatri??s	2/4/2020	13	0	0	13	76	12	92.31		0	0			0	0	0	0	7.69
1	Canada	Canada	2/4/2020	11268	15	138	11283	273666	1983	17.58	7280	1670	17.37	30.02	0.367	29	1.22	16733	430	81.2
59	British Columbia	Colombie-Britannique	3/4/2020	1174	0	35	1174	39926	641	54.6	7873	53	4.73	23.15	0.69	4	2.98	2960	0	42.42
48	Alberta	Alberta	3/4/2020	1075	0	18	1075	60508			13842	107	11.05	24.59	0.412	5	1.67	3412		98.33
47	Saskatchewan	Saskatchewan	3/4/2020	220	0	3	220	11720			9979	14	6.8	18.73	0.255	0	1.36	686		98.64
46	Manitoba	Manitoba	3/4/2020	164	18	2	182	11650			8507	15	8.98	13.29	0.146	1	1.1	552		98.9
35	Ontario	Ontario	3/4/2020	3255	0	67	3255	67998			4668	462	16.54	22.35	0.46	14	2.06	3213		97.94
24	Quebec	Qu??bec	3/4/2020	6101	0	61	6101	83570			9849	583	10.57	71.9	0.719	25	1	9028		99
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	3/4/2020	183	0	1	183	3136			6013	0	0	35.09	0.192	0	0.55	232		99.45
13	New Brunswick	Nouveau-Brunswick	3/4/2020	95	0	0	95	5036			6483	4	4.4	12.23	0	0	0	411		100
12	Nova Scotia	Nouvelle-??cosse	3/4/2020	207	0	0	207	8799			9058	14	7.25	21.31	0	0	0	740		100
11	Prince Edward Island	??le-du-Prince-??douard	3/4/2020	22	0	0	22	653			4161	0	0	14.02	0	0	0	0		100
60	Yukon	Yukon	3/4/2020	6	0	0	6	753			18431	0	0	14.69	0	0	0	11		100
61	Northwest Territories	Territoires du Nord-Ouest	3/4/2020	4	0	0	4	1109			24740	2	100	8.92	0	0	0	140		100
62	Nunavut	Nunavut	3/4/2020	0	0	0	0	207			5338	0	0	0	0	0		14		
99	Repatriated travellers	Voyageurs rapatri??s	3/4/2020	13	0	0	13	76				0	0			0	0	0		100
1	Canada	Canada	3/4/2020	12519	18	187	12537	295065			7850	1254	11.11	33.35	0.497	49	1.49	21399		98.51
59	British Columbia	Colombie-Britannique	4/4/2020	1203	0	38	1203	40771	705	58.6	8039	29	2.47	23.72	0.749	3	3.16	845	64	38.24
48	Alberta	Alberta	4/4/2020	1075	0	18	1075	62520			14302	0	0	24.59	0.412	0	1.67	2012		98.33
47	Saskatchewan	Saskatchewan	4/4/2020	231	0	3	231	12244			10425	11	5	19.67	0.255	0	1.3	524		98.7
46	Manitoba	Manitoba	4/4/2020	172	22	2	194	12191			8902	12	6.59	14.17	0.146	0	1.03	541		98.97
35	Ontario	Ontario	4/4/2020	3630	0	94	3630	72674			4989	375	11.52	24.92	0.645	27	2.59	4676		97.41
24	Quebec	Qu??bec	4/4/2020	6997	0	75	6997	90227			10634	896	14.69	82.46	0.884	14	1.07	6657		98.93
10	Newfoundland and Labrador	Terre-Neuve-et-Labrador	4/4/2020	195	0	1	195	3345			6414	12	6.56	37.39	0.192	0	0.51	209		99.49
13	New Brunswick	Nouveau-Brunswick	4/4/2020	98	0	0	98	5297			6819	3	3.16	12.62	0	0	0	261		100
12	Nova Scotia	Nouvelle-??cosse	4/4/2020	236	0	0	236	9722			10008	29	14.01	24.29	0	0	0	923		100
11	Prince Edward Island	??le-du-Prince-??douard	4/4/2020	22	0	0	22	839			5346	0	0	14.02	0	0	0	186		100
60	Yukon	Yukon	4/4/2020	6	0	0	6	765			18725	0	0	14.69	0	0	0	12		100
61	Northwest Territories	Territoires du Nord-Ouest	4/4/2020	4	0	0	4	1169			26079	0	0	8.92	0	0	0	60		100
62	Nunavut	Nunavut	4/4/2020	0	0	0	0	207			5338	0	0	0	0	0		0		
99	Repatriated travellers	Voyageurs rapatri??s	4/4/2020	13	0	0	13	76				0	0			0	0	0		100
1	Canada	Canada	4/4/2020	13882	22	231	13904	311971			8299	1367	10.9	36.99	0.615	44	1.66	16906		98.34
59	British Columbia	Colombie-Britannique	5/4/2020	1203	0	38	1203	41556	704	58.52	8194	0	0	23.72	0.749	0	3.16	785	-1	38.32
48	Alberta	Alberta	5/4/2020	1250	0	23	1250	63315	240	19.2	14484	175	16.28	28.6	0.526	5	1.84	795	240	78.96
47	Saskatchewan	Saskatchewan	5/4/2020	249	0	3	249	13055	55	22.09	11116	18	7.79	21.2	0.255	0	1.2	811	55	76.71
46	Manitoba	Manitoba	5/4/2020	187	16	2	203	12771	17	8.37	9326	9	4.64	14.82	0.146	0	0.99	580	17	90.64
